ID,SalesDate,OrderID,CustomerID,SalesPersonID,ProductID,Quantity,Sales,StoreID,Category,Product,Region,Store,Latitude,Longitude,SalesPersonName,Title,Country,CustomerName,Gender,Phone,PostalCode,Foreigner
6124,2016-07-01,11123,79,7,77,13,136.4665525,3,Women's Clothes,Wrap Skirt,North ,Compass Point,1.39187,103.89482,Tom Lindwall,Sales Representative,Germany,Heinz Disco,Female,0251-031259,44087,True
6125,2016-07-01,11213,59,5,11,16,404.7964252,9,Men's Clothes,Desperado Jeans,South ,Marina Square,1.29136,103.85786,Ingrid Hendrix,Sales Representative,Singapore,Herbert Bernstorf,Female,6562-9722,5020,False
6126,2016-07-01,11213,59,5,16,19,151.1536226,7,Sportswear,Wimbledon T-Shirt,East,Airport Terminal 1,1.35732,103.987309,Ingrid Hendrix,Sales Representative,Singapore,Herbert Bernstorf,Female,6562-9722,5020,False
6127,2016-07-01,11536,23,6,1,4,85.88446235,1,Men's Clothes,Lenin Jeansshorts,West ,Jurong Point,1.34032,103.706006,Lennart Skoglund,Sales Representative,France,Jaques Wilneuve,Male,20.16.10.16,59000,True
6128,2016-07-01,11536,23,6,34,11,101.6362901,8,Swimwear,Baywatch Swimsuit,East,Parkway Parade,1.30124,103.90523,Lennart Skoglund,Sales Representative,France,Jaques Wilneuve,Male,20.16.10.16,59000,True
6129,2016-07-01,11536,23,6,68,36,514.926193,3,Sportswear,Cap,North ,Compass Point,1.39187,103.89482,Lennart Skoglund,Sales Representative,France,Jaques Wilneuve,Male,20.16.10.16,59000,True
6130,2016-07-01,11536,23,6,71,53,1609.181354,8,Men's Clothes,Atles Lussekofta,East,Parkway Parade,1.30124,103.90523,Lennart Skoglund,Sales Representative,France,Jaques Wilneuve,Male,20.16.10.16,59000,True
6131,2016-07-01,11587,37,3,26,11,367.6715507,8,Sportswear,Bike Helmet,East,Parkway Parade,1.30124,103.90523,Rob Carsson,Sales Representative,Singapore,Robert Bolero,Male,2967542,12580,False
6132,2016-07-01,11587,37,3,30,26,673.3862163,1,Baby Clothes,Baby Dark Lounge Suit,West ,Jurong Point,1.34032,103.706006,Rob Carsson,Sales Representative,Singapore,Robert Bolero,Male,2967542,12580,False
6133,2016-07-01,11587,37,3,50,18,296.5769026,8,Swimwear,Finnish Swimsuit,East,Parkway Parade,1.30124,103.90523,Rob Carsson,Sales Representative,Singapore,Robert Bolero,Male,2967542,12580,False
6134,2016-07-01,11587,37,3,73,13,14.83103907,1,Baby Clothes,Mehmet-Napp,West ,Jurong Point,1.34032,103.706006,Rob Carsson,Sales Representative,Singapore,Robert Bolero,Male,2967542,12580,False
6135,2016-07-01,11596,50,4,25,11,129.5844969,6,Sportswear,Basket Vest,South ,Holland Village,1.31101,103.79627,Joan Callins,Sales Coordinator,Singapore,Marco Van Deum,Female,(02) 201 24 67,B-1180,False
6136,2016-07-01,11596,50,4,27,37,1355.29922,7,Sportswear,Tracksuit,East,Airport Terminal 1,1.35732,103.987309,Joan Callins,Sales Coordinator,Singapore,Marco Van Deum,Female,(02) 201 24 67,B-1180,False
6137,2016-07-01,11596,50,4,43,27,307.6343319,7,Swimwear,Summer Shorts,East,Airport Terminal 1,1.35732,103.987309,Joan Callins,Sales Coordinator,Singapore,Marco Van Deum,Female,(02) 201 24 67,B-1180,False
6138,2016-07-01,11610,24,8,31,2,19.19654565,7,Men's Clothes,Rossi Bermuda Shorts,East,Airport Terminal 1,1.35732,103.987309,Leif Shine,Sales Manager,Sweden,Linda Haglund,Male,0695-34 67 21,S-844 67,True
6139,2016-07-01,11610,24,8,66,51,1146.749991,7,Women's Clothes,Langoste Shirt,East,Airport Terminal 1,1.35732,103.987309,Leif Shine,Sales Manager,Sweden,Linda Haglund,Male,0695-34 67 21,S-844 67,True
6140,2016-07-01,11943,82,1,13,18,500.1110504,1,Baby Clothes,Aino Shoes,West ,Jurong Point,1.34032,103.706006,Frank Roll,Sales Representative,USA,Mark Stark,Male,(206) 555-8257,98034,True
6141,2016-07-01,11943,82,1,50,14,229.2547091,3,Swimwear,Finnish Swimsuit,North ,Compass Point,1.39187,103.89482,Frank Roll,Sales Representative,USA,Mark Stark,Male,(206) 555-8257,98034,True
6142,2016-07-01,11943,82,1,56,18,789.3272958,6,Women's Footwear,Slip-on Shoes,South ,Holland Village,1.31101,103.79627,Frank Roll,Sales Representative,USA,Mark Stark,Male,(206) 555-8257,98034,True
6143,2016-07-01,12199,30,5,40,37,560.5316533,6,Baby Clothes,Duck Trousers,South ,Holland Village,1.31101,103.79627,Ingrid Hendrix,Sales Representative,Spain,El Cordobes,Male,(95) 555 82 82,41101,True
6144,2016-07-01,12199,30,5,65,28,259.519088,3,Women's Clothes,Stretch Pants,North ,Compass Point,1.39187,103.89482,Ingrid Hendrix,Sales Representative,Spain,El Cordobes,Male,(95) 555 82 82,41101,True
6145,2016-07-01,12199,30,5,68,14,153.7133003,1,Sportswear,Cap,West ,Jurong Point,1.34032,103.706006,Ingrid Hendrix,Sales Representative,Spain,El Cordobes,Male,(95) 555 82 82,41101,True
6146,2016-07-01,12381,31,3,8,43,943.034894,6,Women's Clothes,Tuxedo Top,South ,Holland Village,1.31101,103.79627,Rob Carsson,Sales Representative,Singapore,Anna Figo,Female,(11) 555-9482,04876-786,False
6147,2016-07-01,12381,31,3,51,30,2960.529133,8,Men's Footwear,Summit Hiking Boots,East,Parkway Parade,1.30124,103.90523,Rob Carsson,Sales Representative,Singapore,Anna Figo,Female,(11) 555-9482,04876-786,False
6148,2016-07-01,12381,31,3,60,11,58.26343773,8,Sportswear,Game Over T-Shirt,East,Parkway Parade,1.30124,103.90523,Rob Carsson,Sales Representative,Singapore,Anna Figo,Female,(11) 555-9482,04876-786,False
6149,2016-07-01,12420,1,7,23,45,370.3080308,6,Women's Footwear,DSW Sandals,South ,Holland Village,1.31101,103.79627,Tom Lindwall,Sales Representative,Germany,Albert von Einstein,Female,030-0074321,12209,True
6150,2016-07-01,12420,1,7,40,41,636.9418891,9,Baby Clothes,Duck Trousers,South ,Marina Square,1.29136,103.85786,Tom Lindwall,Sales Representative,Germany,Albert von Einstein,Female,030-0074321,12209,True
6151,2016-07-01,12420,1,7,56,29,924.5538311,3,Women's Footwear,Slip-on Shoes,North ,Compass Point,1.39187,103.89482,Tom Lindwall,Sales Representative,Germany,Albert von Einstein,Female,030-0074321,12209,True
6152,2016-07-01,12588,17,8,16,6,61.48600621,1,Sportswear,Wimbledon T-Shirt,West ,Jurong Point,1.34032,103.706006,Leif Shine,Sales Manager,Germany,Lars von Holstein,Male,0241-039123,52066,True
6153,2016-07-01,12588,17,8,32,6,125.2222421,3,Swimwear,Riviera Swimsuit,North ,Compass Point,1.39187,103.89482,Leif Shine,Sales Manager,Germany,Lars von Holstein,Male,0241-039123,52066,True
6154,2016-07-01,12588,17,8,57,21,406.1360529,6,Women's Footwear,Lightweight Sandals,South ,Holland Village,1.31101,103.79627,Leif Shine,Sales Manager,Germany,Lars von Holstein,Male,0241-039123,52066,True
6155,2016-07-01,12670,91,8,24,13,62.07445188,7,Men's Clothes,Samba Soccer Socks,East,Airport Terminal 1,1.35732,103.987309,Leif Shine,Sales Manager,Poland,Boniekk Wallessa,Male,(26) 642-7012,01-012,True
6156,2016-07-01,12670,91,8,61,7,235.5915638,1,Sportswear,AAA Running Shoe,West ,Jurong Point,1.34032,103.706006,Leif Shine,Sales Manager,Poland,Boniekk Wallessa,Male,(26) 642-7012,01-012,True
6157,2016-07-01,12670,91,8,74,21,768.6872802,8,Children's Clothes,X-Train Shoes,East,Parkway Parade,1.30124,103.90523,Leif Shine,Sales Manager,Poland,Boniekk Wallessa,Male,(26) 642-7012,01-012,True
6158,2016-07-01,12670,91,8,75,32,284.5088679,3,Men's Clothes,Bow tie,North ,Compass Point,1.39187,103.89482,Leif Shine,Sales Manager,Poland,Boniekk Wallessa,Male,(26) 642-7012,01-012,True
6159,2016-07-01,12710,23,6,40,6,129.9352245,8,Baby Clothes,Duck Trousers,East,Parkway Parade,1.30124,103.90523,Lennart Skoglund,Sales Representative,France,Jaques Wilneuve,Male,20.16.10.16,59000,True
6160,2016-07-01,12710,23,6,52,2,189.1628732,9,Women's Footwear,Winter Boots,South ,Marina Square,1.29136,103.85786,Lennart Skoglund,Sales Representative,France,Jaques Wilneuve,Male,20.16.10.16,59000,True
6161,2016-07-01,12710,23,6,71,37,1445.617726,6,Men's Clothes,Atles Lussekofta,South ,Holland Village,1.31101,103.79627,Lennart Skoglund,Sales Representative,France,Jaques Wilneuve,Male,20.16.10.16,59000,True
6162,2016-07-01,12716,91,8,62,13,304.2110905,8,Sportswear,Lace Shoes,East,Parkway Parade,1.30124,103.90523,Leif Shine,Sales Manager,Poland,Boniekk Wallessa,Male,(26) 642-7012,01-012,True
6163,2016-07-01,12738,89,9,16,3,30.54267168,6,Sportswear,Wimbledon T-Shirt,South ,Holland Village,1.31101,103.79627,Helen Brolin,Sales Representative,USA,Alice Chain,Female,(206) 555-4112,98128,True
6164,2016-07-01,12738,89,9,19,46,490.8363969,1,Sportswear,Squash Shorts,West ,Jurong Point,1.34032,103.706006,Helen Brolin,Sales Representative,USA,Alice Chain,Female,(206) 555-4112,98128,True
6165,2016-07-01,12738,89,9,34,38,313.7150059,8,Swimwear,Baywatch Swimsuit,East,Parkway Parade,1.30124,103.90523,Helen Brolin,Sales Representative,USA,Alice Chain,Female,(206) 555-4112,98128,True
6166,2016-07-01,12744,32,1,2,7,156.0268145,9,Sportswear,Mr2 Trousers,South ,Marina Square,1.29136,103.85786,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
6167,2016-07-01,12744,32,1,41,37,424.6047965,8,Baby Clothes,Duck Shirt,East,Parkway Parade,1.30124,103.90523,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
6168,2016-07-01,12744,32,1,50,20,348.9086192,6,Swimwear,Finnish Swimsuit,South ,Holland Village,1.31101,103.79627,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
6169,2016-07-01,12744,32,1,64,120,4308.723517,3,Women's Footwear,WFS Shoes,North ,Compass Point,1.39187,103.89482,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
6170,2016-07-01,12815,44,7,60,70,365.7699281,3,Sportswear,Game Over T-Shirt,North ,Compass Point,1.39187,103.89482,Tom Lindwall,Sales Representative,Germany,Klaus Deum,Male,069-0245984,60528,True
6171,2016-07-01,12815,44,7,69,23,48.96285281,7,Sportswear,Tube Socks,East,Airport Terminal 1,1.35732,103.987309,Tom Lindwall,Sales Representative,Germany,Klaus Deum,Male,069-0245984,60528,True
6172,2016-07-01,12826,44,7,17,56,1409.869469,7,Men's Footwear,TieBreak Tennis shoes,East,Airport Terminal 1,1.35732,103.987309,Tom Lindwall,Sales Representative,Germany,Klaus Deum,Male,069-0245984,60528,True
6173,2016-07-01,12826,44,7,21,62,710.5195259,1,Sportswear,Basket Shoes,West ,Jurong Point,1.34032,103.706006,Tom Lindwall,Sales Representative,Germany,Klaus Deum,Male,069-0245984,60528,True
6174,2016-07-01,12826,44,7,56,37,1498.120345,8,Women's Footwear,Slip-on Shoes,East,Parkway Parade,1.30124,103.90523,Tom Lindwall,Sales Representative,Germany,Klaus Deum,Male,069-0245984,60528,True
6175,2016-07-01,12826,44,7,59,87,831.8211994,7,Sportswear,Rasta WCT,East,Airport Terminal 1,1.35732,103.987309,Tom Lindwall,Sales Representative,Germany,Klaus Deum,Male,069-0245984,60528,True
6176,2016-07-01,12958,32,1,33,18,485.2681181,1,Sportswear,Casual Boots,West ,Jurong Point,1.34032,103.706006,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
6177,2016-07-01,12958,32,1,62,9,268.446193,8,Sportswear,Lace Shoes,East,Parkway Parade,1.30124,103.90523,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
6178,2016-07-01,13036,80,1,49,33,801.80603,3,Sportswear,Finnish Sport Blades,North ,Compass Point,1.39187,103.89482,Frank Roll,Sales Representative,Singapore,Peloto Gomez,Female,(5) 555-2933,5033,False
6179,2016-07-01,13036,80,1,59,11,106.8264392,3,Sportswear,Rasta WCT,North ,Compass Point,1.39187,103.89482,Frank Roll,Sales Representative,Singapore,Peloto Gomez,Female,(5) 555-2933,5033,False
6180,2016-07-01,13036,80,1,71,2,73.07561962,7,Men's Clothes,Atles Lussekofta,East,Airport Terminal 1,1.35732,103.987309,Frank Roll,Sales Representative,Singapore,Peloto Gomez,Female,(5) 555-2933,5033,False
6181,2016-07-01,13819,1,7,22,5,16.62123629,9,Women's Footwear,Ravellis Träskor,South ,Marina Square,1.29136,103.85786,Tom Lindwall,Sales Representative,Germany,Albert von Einstein,Female,030-0074321,12209,True
6182,2016-07-01,13819,1,7,57,13,269.2346098,7,Women's Footwear,Lightweight Sandals,East,Airport Terminal 1,1.35732,103.987309,Tom Lindwall,Sales Representative,Germany,Albert von Einstein,Female,030-0074321,12209,True
6183,2016-07-01,13819,1,7,65,18,163.4470599,8,Women's Clothes,Stretch Pants,East,Parkway Parade,1.30124,103.90523,Tom Lindwall,Sales Representative,Germany,Albert von Einstein,Female,030-0074321,12209,True
6184,2016-07-01,13889,38,3,35,10,62.76076269,3,Swimwear,LA. Shorts,North ,Compass Point,1.39187,103.89482,Rob Carsson,Sales Representative,UK,Al Yankovic,Female,(198) 555-8888,PO31 7PJ,True
6185,2016-07-01,14142,38,9,62,2,48.96652965,8,Sportswear,Lace Shoes,East,Parkway Parade,1.30124,103.90523,Helen Brolin,Sales Representative,UK,Al Yankovic,Female,(198) 555-8888,PO31 7PJ,True
6186,2016-07-01,14142,38,9,72,11,112.4532121,3,Women's Clothes,Oyaki Kimono,North ,Compass Point,1.39187,103.89482,Helen Brolin,Sales Representative,UK,Al Yankovic,Female,(198) 555-8888,PO31 7PJ,True
6187,2016-07-01,14177,56,8,7,23,946.0532047,9,Children's Clothes,Runner Shoes,South ,Marina Square,1.29136,103.85786,Leif Shine,Sales Manager,Germany,Herman Schlusse,Female,0221-0644327,50739,True
6188,2016-07-01,14177,56,8,31,10,89.50275139,1,Men's Clothes,Rossi Bermuda Shorts,West ,Jurong Point,1.34032,103.706006,Leif Shine,Sales Manager,Germany,Herman Schlusse,Female,0221-0644327,50739,True
6189,2016-07-01,14177,56,8,53,10,614.9639781,3,Women's Clothes,Jack Flash Dress,North ,Compass Point,1.39187,103.89482,Leif Shine,Sales Manager,Germany,Herman Schlusse,Female,0221-0644327,50739,True
6190,2016-07-01,14217,32,1,21,19,238.3150215,7,Sportswear,Basket Shoes,East,Airport Terminal 1,1.35732,103.987309,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
6191,2016-07-01,14217,32,1,28,3,164.4377312,7,Children's Clothes,RDL Suit,East,Airport Terminal 1,1.35732,103.987309,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
6192,2016-07-01,14253,1,8,7,12,582.8040515,3,Children's Clothes,Runner Shoes,North ,Compass Point,1.39187,103.89482,Leif Shine,Sales Manager,Germany,Albert von Einstein,Female,030-0074321,12209,True
6193,2016-07-01,14253,1,8,16,15,177.8510016,8,Sportswear,Wimbledon T-Shirt,East,Parkway Parade,1.30124,103.90523,Leif Shine,Sales Manager,Germany,Albert von Einstein,Female,030-0074321,12209,True
6194,2016-07-01,14253,1,8,41,5,60.54374516,3,Baby Clothes,Duck Shirt,North ,Compass Point,1.39187,103.89482,Leif Shine,Sales Manager,Germany,Albert von Einstein,Female,030-0074321,12209,True
6195,2016-07-01,14363,64,3,46,3,39.39929608,3,Baby Clothes,Rodbye Troje,North ,Compass Point,1.39187,103.89482,Rob Carsson,Sales Representative,Singapore,Chloe Choo,Female,96754421,452887,False
6196,2016-07-01,14363,64,3,49,2,50.38018653,1,Sportswear,Finnish Sport Blades,West ,Jurong Point,1.34032,103.706006,Rob Carsson,Sales Representative,Singapore,Chloe Choo,Female,96754421,452887,False
6197,2016-07-01,14380,17,8,13,8,239.7604355,7,Baby Clothes,Aino Shoes,East,Airport Terminal 1,1.35732,103.987309,Leif Shine,Sales Manager,Germany,Lars von Holstein,Male,0241-039123,52066,True
6198,2016-07-01,14380,17,8,59,35,346.4351355,8,Sportswear,Rasta WCT,East,Parkway Parade,1.30124,103.90523,Leif Shine,Sales Manager,Germany,Lars von Holstein,Male,0241-039123,52066,True
6199,2016-07-01,14402,6,7,21,3,36.55077534,3,Sportswear,Basket Shoes,North ,Compass Point,1.39187,103.89482,Tom Lindwall,Sales Representative,Germany,Herman Hinschler,Female,0621-08460,68306,True
6200,2016-07-01,14402,6,7,60,18,116.6785916,8,Sportswear,Game Over T-Shirt,East,Parkway Parade,1.30124,103.90523,Tom Lindwall,Sales Representative,Germany,Herman Hinschler,Female,0621-08460,68306,True
6201,2016-07-01,14402,6,7,61,4,127.608338,3,Sportswear,AAA Running Shoe,North ,Compass Point,1.39187,103.89482,Tom Lindwall,Sales Representative,Germany,Herman Hinschler,Female,0621-08460,68306,True
6202,2016-07-01,14404,27,6,60,4,20.7856043,9,Sportswear,Game Over T-Shirt,South ,Marina Square,1.29136,103.85786,Lennart Skoglund,Sales Representative,Italy,Don Corleone,Female,011-4988260,10100,True
6203,2016-07-01,14404,27,6,77,11,151.0832659,6,Women's Clothes,Wrap Skirt,South ,Holland Village,1.31101,103.79627,Lennart Skoglund,Sales Representative,Italy,Don Corleone,Female,011-4988260,10100,True
6204,2016-07-01,14411,17,8,41,11,111.2179235,6,Baby Clothes,Duck Shirt,South ,Holland Village,1.31101,103.79627,Leif Shine,Sales Manager,Germany,Lars von Holstein,Male,0241-039123,52066,True
6205,2016-07-01,14412,62,3,28,7,294.5507796,3,Children's Clothes,RDL Suit,North ,Compass Point,1.39187,103.89482,Rob Carsson,Sales Representative,Singapore,Jorge Alemaio,Female,(11) 555-1189,05487-020,False
6206,2016-07-01,14412,62,3,43,33,332.1845311,3,Swimwear,Summer Shorts,North ,Compass Point,1.39187,103.89482,Rob Carsson,Sales Representative,Singapore,Jorge Alemaio,Female,(11) 555-1189,05487-020,False
6207,2016-07-01,14412,62,3,77,26,324.2914107,9,Women's Clothes,Wrap Skirt,South ,Marina Square,1.29136,103.85786,Rob Carsson,Sales Representative,Singapore,Jorge Alemaio,Female,(11) 555-1189,05487-020,False
6208,2016-07-01,14418,73,3,16,16,144.3132458,6,Sportswear,Wimbledon T-Shirt,South ,Holland Village,1.31101,103.79627,Rob Carsson,Sales Representative,Singapore,Preben Elkjaer,Male,31123456,1734,False
6209,2016-07-01,14504,7,5,46,6,83.59273774,8,Baby Clothes,Rodbye Troje,East,Parkway Parade,1.30124,103.90523,Ingrid Hendrix,Sales Representative,France,Julie Binoché,Female,88.60.15.31,67000,True
6210,2016-07-01,14504,7,5,56,48,1965.11239,8,Women's Footwear,Slip-on Shoes,East,Parkway Parade,1.30124,103.90523,Ingrid Hendrix,Sales Representative,France,Julie Binoché,Female,88.60.15.31,67000,True
6211,2016-07-01,14504,7,5,64,36,1418.40938,8,Women's Footwear,WFS Shoes,East,Parkway Parade,1.30124,103.90523,Ingrid Hendrix,Sales Representative,France,Julie Binoché,Female,88.60.15.31,67000,True
6212,2016-07-01,14504,7,5,75,29,225.7546025,8,Men's Clothes,Bow tie,East,Parkway Parade,1.30124,103.90523,Ingrid Hendrix,Sales Representative,France,Julie Binoché,Female,88.60.15.31,67000,True
6213,2016-07-01,15330,29,5,56,6,271.0211411,8,Women's Footwear,Slip-on Shoes,East,Parkway Parade,1.30124,103.90523,Ingrid Hendrix,Sales Representative,Spain,Jusep del pep,Male,(93) 203 4560,8022,True
6214,2016-07-01,15330,29,5,64,8,331.7874317,3,Women's Footwear,WFS Shoes,North ,Compass Point,1.39187,103.89482,Ingrid Hendrix,Sales Representative,Spain,Jusep del pep,Male,(93) 203 4560,8022,True
6215,2016-07-01,15534,19,2,1,18,419.1691319,9,Men's Clothes,Lenin Jeansshorts,South ,Marina Square,1.29136,103.85786,Erik Presley,President,UK,Greg Thatcher,Female,(171) 555-0297,WX1 6LT,True
6216,2016-07-01,15534,19,2,17,15,397.0430913,8,Men's Footwear,TieBreak Tennis shoes,East,Parkway Parade,1.30124,103.90523,Erik Presley,President,UK,Greg Thatcher,Female,(171) 555-0297,WX1 6LT,True
6217,2016-07-01,15534,19,2,43,15,208.0363882,8,Swimwear,Summer Shorts,East,Parkway Parade,1.30124,103.90523,Erik Presley,President,UK,Greg Thatcher,Female,(171) 555-0297,WX1 6LT,True
6218,2016-07-01,15534,19,2,60,21,102.9538219,9,Sportswear,Game Over T-Shirt,South ,Marina Square,1.29136,103.85786,Erik Presley,President,UK,Greg Thatcher,Female,(171) 555-0297,WX1 6LT,True
6219,2016-07-01,15534,19,2,75,6,53.02508871,1,Men's Clothes,Bow tie,West ,Jurong Point,1.34032,103.706006,Erik Presley,President,UK,Greg Thatcher,Female,(171) 555-0297,WX1 6LT,True
6220,2016-07-01,15573,87,7,14,9,208.9861173,9,Children's Clothes,Kool Sunglasses,South ,Marina Square,1.29136,103.85786,Tom Lindwall,Sales Representative,Singapore,Miiko Heikillä,Female,981-443655,90110,False
6221,2016-07-01,15573,87,7,21,9,88.23298077,8,Sportswear,Basket Shoes,East,Parkway Parade,1.30124,103.90523,Tom Lindwall,Sales Representative,Singapore,Miiko Heikillä,Female,981-443655,90110,False
6222,2016-07-01,15573,87,7,71,34,984.4186343,9,Men's Clothes,Atles Lussekofta,South ,Marina Square,1.29136,103.85786,Tom Lindwall,Sales Representative,Singapore,Miiko Heikillä,Female,981-443655,90110,False
6223,2016-07-01,15717,37,9,59,45,375.9703963,9,Sportswear,Rasta WCT,South ,Marina Square,1.29136,103.85786,Helen Brolin,Sales Representative,Singapore,Robert Bolero,Male,2967542,12580,False
6224,2016-07-01,15717,37,9,71,21,647.8259136,8,Men's Clothes,Atles Lussekofta,East,Parkway Parade,1.30124,103.90523,Helen Brolin,Sales Representative,Singapore,Robert Bolero,Male,2967542,12580,False
6225,2016-07-01,15717,37,9,76,37,12747.13744,8,Women's Clothes,Halter Dress,East,Parkway Parade,1.30124,103.90523,Helen Brolin,Sales Representative,Singapore,Robert Bolero,Male,2967542,12580,False
6226,2016-07-01,15828,1,7,31,17,128.5101688,9,Men's Clothes,Rossi Bermuda Shorts,South ,Marina Square,1.29136,103.85786,Tom Lindwall,Sales Representative,Germany,Albert von Einstein,Female,030-0074321,12209,True
6227,2016-07-01,15828,1,7,72,42,449.5165266,7,Women's Clothes,Oyaki Kimono,East,Airport Terminal 1,1.35732,103.987309,Tom Lindwall,Sales Representative,Germany,Albert von Einstein,Female,030-0074321,12209,True
6228,2016-07-01,15828,1,7,77,21,246.8215246,8,Women's Clothes,Wrap Skirt,East,Parkway Parade,1.30124,103.90523,Tom Lindwall,Sales Representative,Germany,Albert von Einstein,Female,030-0074321,12209,True
6229,2016-07-01,15846,81,2,6,5,22.67434633,7,Women's Clothes,Shagall Socks,East,Airport Terminal 1,1.35732,103.987309,Erik Presley,President,Singapore,Mercedes Couto,Female,(11) 555-2167,05442-030,False
6230,2016-07-01,15846,81,2,39,25,1552.650138,3,Women's Clothes,Terence Top,North ,Compass Point,1.39187,103.89482,Erik Presley,President,Singapore,Mercedes Couto,Female,(11) 555-2167,05442-030,False
6231,2016-07-01,15846,81,2,60,27,163.7693215,8,Sportswear,Game Over T-Shirt,East,Parkway Parade,1.30124,103.90523,Erik Presley,President,Singapore,Mercedes Couto,Female,(11) 555-2167,05442-030,False
6232,2016-07-01,15846,81,2,68,21,315.9216102,8,Sportswear,Cap,East,Parkway Parade,1.30124,103.90523,Erik Presley,President,Singapore,Mercedes Couto,Female,(11) 555-2167,05442-030,False
6233,2016-07-01,15988,40,4,17,7,216.3965416,7,Men's Footwear,TieBreak Tennis shoes,East,Airport Terminal 1,1.35732,103.987309,Joan Callins,Sales Coordinator,France,Philippe de Laval,Female,30.59.84.10,78000,True
6234,2016-07-01,15988,40,4,33,8,247.9956746,9,Sportswear,Casual Boots,South ,Marina Square,1.29136,103.85786,Joan Callins,Sales Coordinator,France,Philippe de Laval,Female,30.59.84.10,78000,True
6235,2016-07-01,16004,32,1,7,69,3286.510269,7,Children's Clothes,Runner Shoes,East,Airport Terminal 1,1.35732,103.987309,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
6236,2016-07-01,16004,32,1,62,46,1630.771937,8,Sportswear,Lace Shoes,East,Parkway Parade,1.30124,103.90523,Frank Roll,Sales Representative,USA,Ross The Boss,Female,(503) 555-7555,97403,True
6237,2016-07-01,16057,80,1,2,33,812.0219495,3,Sportswear,Mr2 Trousers,North ,Compass Point,1.39187,103.89482,Frank Roll,Sales Representative,Singapore,Peloto Gomez,Female,(5) 555-2933,5033,False
6238,2016-07-01,16057,80,1,63,33,821.3045066,6,Women's Clothes,Serve-Shirt,South ,Holland Village,1.31101,103.79627,Frank Roll,Sales Representative,Singapore,Peloto Gomez,Female,(5) 555-2933,5033,False
6239,2016-07-01,16254,82,1,20,41,4212.317066,8,Sportswear,Tennis Suit,East,Parkway Parade,1.30124,103.90523,Frank Roll,Sales Representative,USA,Mark Stark,Male,(206) 555-8257,98034,True
6240,2016-07-01,16254,82,1,28,37,1996.328986,9,Children's Clothes,RDL Suit,South ,Marina Square,1.29136,103.85786,Frank Roll,Sales Representative,USA,Mark Stark,Male,(206) 555-8257,98034,True
6241,2016-07-01,16254,82,1,56,73,3255.415244,6,Women's Footwear,Slip-on Shoes,South ,Holland Village,1.31101,103.79627,Frank Roll,Sales Representative,USA,Mark Stark,Male,(206) 555-8257,98034,True
6242,2016-07-01,16254,82,1,65,41,526.3601923,8,Women's Clothes,Stretch Pants,East,Parkway Parade,1.30124,103.90523,Frank Roll,Sales Representative,USA,Mark Stark,Male,(206) 555-8257,98034,True
6243,2016-07-01,16254,82,1,75,52,447.2777829,1,Men's Clothes,Bow tie,West ,Jurong Point,1.34032,103.706006,Frank Roll,Sales Representative,USA,Mark Stark,Male,(206) 555-8257,98034,True
6244,2016-07-02,10266,87,8,12,12,121.92,3,Swimwear,Tank Swimsuit,North ,Compass Point,1.39187,103.89482,Leif Shine,Sales Manager,Singapore,Miiko Heikillä,Female,981-443655,90110,False
6245,2016-07-02,10270,87,7,36,30,233.4,9,Baby Clothes,Mehmet-Tröja,South ,Marina Square,1.29136,103.85786,Tom Lindwall,Sales Representative,Singapore,Miiko Heikillä,Female,981-443655,90110,False
6246,2016-07-02,10270,87,7,43,25,326.5,7,Swimwear,Summer Shorts,East,Airport Terminal 1,1.35732,103.987309,Tom Lindwall,Sales Representative,Singapore,Miiko Heikillä,Female,981-443655,90110,False
6247,2016-07-02,10396,25,7,23,40,344.0,7,Women's Footwear,DSW Sandals,East,Airport Terminal 1,1.35732,103.987309,Tom Lindwall,Sales Representative,Germany,Dieter Köln,Male,089-0877310,80805,True
6248,2016-07-02,10396,25,7,71,60,1780.2,1,Men's Clothes,Atles Lussekofta,West ,Jurong Point,1.34032,103.706006,Tom Lindwall,Sales Representative,Germany,Dieter Köln,Male,089-0877310,80805,True
6249,2016-07-02,10396,25,7,72,21,230.16,3,Women's Clothes,Oyaki Kimono,North ,Compass Point,1.39187,103.89482,Tom Lindwall,Sales Representative,Germany,Dieter Köln,Male,089-0877310,80805,True
6250,2016-07-02,10857,5,3,3,30,587.7,9,Women's Clothes,Chantell Shirt,South ,Marina Square,1.29136,103.85786,Rob Carsson,Sales Representative,Sweden,Urra Gurra Aktersnurra,Male,0921-12 34 65,S-958 22,True
